Scan Type,State/Territory,All Scans,Executive Order Number,Executive Order Year Enacted,Executive Order Summary,Executive Order Last Topic tag(s),Executive Order Last Updated,Executive Order Record URL,Bill Number,Legislative Session,Bill Title,Bill Summary,Bill Action tag(s) [multi],Bill Action tag(s) text,Bill Topic Tag(s) [multi],Bill Topic Tag(s) text,Bill Status,Bill Link,Bill Last Updated,Bill Record URL
Executive Order,Virginia,Executive Order 30 (2024),Executive Order 30 (2024),2024,"EO 30 (2024) by Gov. Glenn Youngkin re: implementation of standards for the safe use of artificial intelligence across the commonwealth. Directs the creation of an AI task force, and includes education guidelines that require K-12 and postsecondary institutions to embrace innovations while recognizing guardrails.",artificial intelligence,9/25/2025 6:28am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recLfAMgvhAysgSiq,,,,,,,,,,,,
Executive Order,Virginia,Executive Order 6-2015 (2015),Executive Order 6-2015 (2015),2015,EO 6-2015 (2015) by Gov. Terry McAuliffe re: expanding cyber-related risk management activities,cybersecurity,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recGsoL3uDEulGeOF,,,,,,,,,,,,
Legislation,Virginia,S 487,,,,,,,S 487,2024,Use of Artificial Intelligence by Public Bodies ,"Directs the Joint Commission on Technology and Science (JCOTS), in consultation with relevant stakeholders, to conduct an analysis of the use of AI by public bodies in the commonwealth and the creation of a Commission on Artificial Intelligence. JCOTS shall submit a report of its findings and recommendations to the chairmen of the House Committees on Appropriations and Communications, Technology and Innovation and the Senate Committees on Finance and Appropriations and General Laws and Technology no later than Dec. 1, 2024.",regulate use - government,regulate use - government,"artificial intelligence,education,civil rights","artificial intelligence, education, civil rights",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000S487&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:36pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recrHRoV4hcSqYPOX
Legislation,Virginia,H 1083,,,,,,,H 1083,2024,Office of Education Economics  ,Relates to Office of Education Economics; relates to administration of the Virginia Education and Workforce Longitudinal Data System; relates to report. ,regulate use - government,regulate use - government,"artificial intelligence,education","artificial intelligence, education",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H1083&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:36pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recwySVZ2dz2xQoZ3
Legislation,Virginia,H 2154,,,,,,,H 2154,2021,Hospitals and Nursing Facilities,"Relates to hospitals, nursing homes, and certified nursing facilities; regulations; provides that patient access to intelligent personal assistant; directs the Board of Health to amend regulations governing hospitals, nursing homes, and certified nursing facilities to require hospitals to allow a patient to access and use an intelligent personal assistant while receiving inpatient services.","regulate use - government,regulate use - private sector,oversight/governence,regulate use - health","regulate use - government, regulate use - private sector, oversight/governence, regulate use - health","artificial intelligence,public health","artificial intelligence, public health",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020000H2154&ciq=heather.morton&client_md=da4b6e9debd3681ea2605b49444631fc&mode=current_text,9/3/2025 12:32pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recJBNru2dL9cvq3V
Legislation,Virginia,H 6001 (Special Session),,,,,,,H 6001 (Special Session),2024,General Assembly ,"Relates to the budget bill; provides for all appropriations of the budget submitted by the governor of the commonwealth; provides for a portion of revenues for the specified number of years ending on specified dates. Allows for the commissioner of the department of motor vehicles to issue a request for information to gather proposals on AI technology to assist in completing day-to-day operations, including issuing driver’s licenses. ",regulate use - government,regulate use - government,artificial intelligence,artificial intelligence,Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024010H6001&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:36pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recQqpeRfbH29NTvG
Executive Order,Washington,Executive Order 15-02 (2015),Executive Order 15-02 (2015),2015,"EO 15-02 (2015) by Gov. Jay Inslee re: directive on voter registration assistance which includes (among other things) a directive to analyze how best to use technology to efficiently and effectively provide voter registration assistance, for in-person services as well as telecenters and web portals","voting/elections, website/portal",9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recgOne80d0cuLyGB,,,,,,,,,,,,
Executive Order,Washington,Executive Order 16-01 (2016),Executive Order 16-01 (2016),2016,EO 16-01 (2016) by Gov. Jay Inslee re: privacy protection and transparency in government and modernizing the state's approach to protection of personal data collected across agencies,data privacy,9/3/2025 2:56pm,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/reclyUUdGNQhKiMEu,,,,,,,,,,,,
Executive Order,Washington,Executive Order 19-04 (2019),Executive Order 19-04 (2019),2019,"EO 19-04 (2019) by Gov. Jay Inslee re: directive to the One Washington Program aimed at modernizing state administrative business and systems to (among other things) establish program governance, deliver business transformation, modernize technology, and provide organizational change management support",technology modernization,9/3/2025 11:32am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recQNtqXUPMVpqtRC,,,,,,,,,,,,
Executive Order,Washington,Executive Order 19-04 (2019),Executive Order 19-04 (2019),2019,"EO 19-04 (2019) by Gov. Jay Inslee re: directive to the One Washington Program aimed at modernizing state administrative business and systems to (among other things) establish program governance, deliver business transformation, modernize technology, and provide organizational change management support",technology modernization,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recQNtqXUPMVpqtRC,,,,,,,,,,,,
Executive Order,Washington,Executive Order 16-01 (2016),Executive Order 16-01 (2016),2016,EO 16-01 (2016) by Gov. Jay Inslee re: privacy protection and transparency in government and modernizing the state's approach to protection of personal data collected across agencies,data privacy,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/reclyUUdGNQhKiMEu,,,,,,,,,,,,
Executive Order,Washington,Executive Order 15-02 (2015),Executive Order 15-02 (2015),2015,"EO 15-02 (2015) by Gov. Jay Inslee re: directive on voter registration assistance which includes (among other things) a directive to analyze how best to use technology to efficiently and effectively provide voter registration assistance, for in-person services as well as telecenters and web portals","voting/elections, website/portal",9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recgOne80d0cuLyGB,,,,,,,,,,,,
Executive Order,Washington,Executive Order 16-07 (2016),Executive Order 16-07 (2016),2016,EO 16-07 (2016) by Gov. Jay Inslee re: directive to enable a mobile workforce and create a modern work environment through the use of technology that can (among other things) allow state employees to be more adaptive and responsive to their customers,remote operations,9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recXizl34jIiHd7pv,,,,,,,,,,,,
Executive Order,Washington,Executive Order 16-07 (2016),Executive Order 16-07 (2016),2016,EO 16-07 (2016) by Gov. Jay Inslee re: directive to enable a mobile workforce and create a modern work environment through the use of technology that can (among other things) allow state employees to be more adaptive and responsive to their customers,remote operations,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recXizl34jIiHd7pv,,,,,,,,,,,,
Legislation,Washington,S 5693,,,,,,,S 5693,2022,Supplemental Operating Appropriations,"Makes 2021-2023 fiscal biennium supplemental operating appropriations; defines certain terms; provides for conditions and limitations on certain appropriations. Appropriates funds for the office of the chief information officer, who must prepare with the cooperation of state agencies and make publicly available an initial inventory of all automated decision systems that are currently being used by state agencies; and adopt guidance for state agencies regarding minimum standards that should be used for automated decision systems the agency plans to develop or procure during the 2023 fiscal year.","regulate use - government,appropriation,study","regulate use - government, appropriation, study",artificial intelligence,artificial intelligence,Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5693&ciq=ncsl&client_md=06eee3bf1a7c3a1f44f82a57f3540239&mode=current_text,9/3/2025 12:32pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recEGd7FeXVtOQ6Rz
Legislation,Washington,S 5838,,,,,,,S 5838,2024,Artificial Intelligence Task Force ,"Establishes a task force to assess current uses and trends and make recommendations to the Legislature regarding guidelines and legislation for the use of AI systems; provides that task force findings and recommendations must include, among other things, a literature review of public policy issues with AI, including benefits and risks to the public broadly and historically excluded communities, racial equity considerations, workforce impacts and ethical concerns. ","regulate use - government,regulate use - private sector,regulate use - health,task force/working group/commission/etc,study","regulate use - government, regulate use - private sector, regulate use - health, task force/working group/commission/etc, study","artificial intelligence,labor/workforce,public health,civil rights","artificial intelligence, labor/workforce, public health, civil rights",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5838&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:37pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recqNuGzrxvQ7WbFK
Legislation,Washington,S 5092,,,,,,,S 5092,2021,Fiscal Biennium Operating Appropriations,"Makes 2021-2023 fiscal biennium operating appropriations, including appropriations solely for the office of the chief information officer who must convene a work group to examine how automated decision-making systems can best be reviewed before adoption and while in operation and be periodically audited to ensure that such systems are fair, transparent, accountable and do not improperly advantage or disadvantage Washington residents.","regulate use - government,task force/working group/commission/etc,study,audit,appropriation","regulate use - government, task force/working group/commission/etc, study, audit, appropriation","artificial intelligence,civil rights","artificial intelligence, civil rights",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5092&ciq=ncsl&client_md=14ceb367ee008b936b42c28a9ff828d4&mode=current_text,9/3/2025 12:32pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recKjPdQWj7Sd9Lwv
Executive Order,West Virginia,Executive Order 3-17 (2017),Executive Order 3-17 (2017),2017,"EO 3-17 (2017) by Gov. Jim Justice re: directive to the Chief Technology Officer as the responsible party for (among other things) conducting cyber risk management oversight activities and assisting agencies in the identification, analysis, and decision-making process to ensure adequate cybersecurity protections",cybersecurity,9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec7goh4OawOZflkH,,,,,,,,,,,,
Executive Order,West Virginia,Executive Order 3-17 (2017),Executive Order 3-17 (2017),2017,"EO 3-17 (2017) by Gov. Jim Justice re: directive to the Chief Technology Officer as the responsible party for (among other things) conducting cyber risk management oversight activities and assisting agencies in the identification, analysis, and decision-making process to ensure adequate cybersecurity protections",cybersecurity,9/25/2025 6:27am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec7goh4OawOZflkH,,,,,,,,,,,,
Legislation,West Virginia,H 5690,,,,,,,H 5690,2024,State Task Force on Artificial Intelligence ,Creates a state Task Force on Artificial Intelligence; sets forth the membership of the same; provides for appointment of members; delineates responsibilities of the task force; provides it complete a report and specifies contents of same; provides a date for termination of the task force. ,"regulate use - government,regulate use - private sector,study,task force/working group/commission/etc","regulate use - government, regulate use - private sector, study, task force/working group/commission/etc","artificial intelligence,education,public health","artificial intelligence, education, public health",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2024000H5690&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:37pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recLxg9DieiskblFM
Legislation,West Virginia,H 3214,,,,,,,H 3214,2023,Road Optimization Assessment Data Pilot Project ,"Creates the Road Optimization and Assessment Data Pilot Program, requires the commissioner of highways to implement the program, specifies assessment methods and term of program, requires reporting by the Division of Highways. ",regulate use - government,regulate use - government,"artificial intelligence,infrastructure,transportation/mobility","artificial intelligence, infrastructure, transportation/mobility",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2023000H3214&ciq=ncsl&client_md=1dd0625cde82a801fec78252effb2cb4&mode=current_text,9/3/2025 12:34pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recjlgBtXIBM4pmiH
Executive Order,Wisconsin,Executive Order 2020-80 (2020),Executive Order 2020-80 (2020),2020,"EO 2020-80 (2020) by Gov. Tony Evers re: creation of the Governor's Task Force on Broadband Access to (among other things) promote the efficient, strategic expansion of the broadband facilities and adoption across the state",broadband,9/3/2025 11:32am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rectx7M6vfoe8vhZ5,,,,,,,,,,,,
